,Project_ID_Number,Project_ID,Master Stats Category Group,Master Stats Category,Program Name,Project Title,Nom du projet,Project Participant Type,Project Type,Project Start Date,Project End Date,Project Instruction Days,Ship,"Pre, Ship, or Post",Country,City,Project Venue,Project Comments,Finance: Location Code,Finance: Program Code,Finance: Purpose Code,powerappID,duplicate
37,94,Maxillofacial PUMP Mentoring | Anesthesia Providers | 01Sep19-29Mar20 | Africa Mercy | Senegal | Dakar | Africa Mercy,Educational and Spiritual Assistance,Medical Courses,MCB Mentoring,Maxillofacial PUMP Mentoring - Anesthesia Providers,Programme de mentorat (PUMP) en chirurgie maxillo-faciale,Anesthesia Providers,Mentoring,9/1/2019,3/29/2020,10,Africa Mercy,Ship,Senegal,Dakar,Africa Mercy,NA,3,MFPSN19,NA,Maxillofacial PUMP Mentoring | Senegal | 01-Sep-2019 - 29-Mar-2020,1
38,95,Maxillofacial PUMP Mentoring | Nurses | 01Sep19-29Mar20 | Africa Mercy | Senegal | Dakar | Africa Mercy,Educational and Spiritual Assistance,Medical Courses,MCB Mentoring,Maxillofacial PUMP Mentoring - Nurses,Programme de mentorat (PUMP) en chirurgie maxillo-faciale,Nurses,Mentoring,9/1/2019,3/29/2020,20,Africa Mercy,Ship,Senegal,Dakar,Africa Mercy,NA,3,MFPSN19,NA,Maxillofacial PUMP Mentoring | Senegal | 01-Sep-2019 - 29-Mar-2020,1
39,297,Mental Health Course | Participants | 21Mar22-25Mar22 | Off-ship | Liberia | Voinjama | NASSCORP Guesthouse,Educational and Spiritual Assistance,Professional/Vocational Training,Mental Health,Mental Health Course - NASSCORD Guesthouse,Cours de santé mentale,Participants,Course,3/21/2022,3/25/2022,NA,Off-ship,NA,Liberia,Voinjama,NASSCORP Guesthouse,Mental Health Liberia Stats_2022-March & April.xlsx,NA,NA,NA,Mental Health Course | Liberia | 21-Mar-2022 - 25-Mar-2022,1
40,298,Mental Health Course | Participants | 21Mar22-25Mar22 | Off-ship | Liberia | Voinjama | CoNASSCORP Guesthouserina Hotel,Educational and Spiritual Assistance,Professional/Vocational Training,Mental Health,Mental Health Course - CoNASSCORP Guesthouserina Hotel,Cours de santé mentale,Participants,Course,3/21/2022,3/25/2022,NA,Off-ship,NA,Liberia,Voinjama,CoNASSCORP Guesthouserina Hotel,Mental Health Liberia Stats_2022-March & April.xlsx,NA,NA,NA,Mental Health Course | Liberia | 21-Mar-2022 - 25-Mar-2022,1
41,267,MSSI Nurse Training | Participants | 26Sep22-30Sep22 | Off-ship | Liberia | Monrovia | Corina Hotel,Educational and Spiritual Assistance,Medical Courses,MSSI Nurse Training,MSSI Nurse Training,MSSI cours de soins infirmiers,Participants,Course,9/26/2022,9/30/2022,NA,Off-ship,NA,Liberia,Monrovia,Corina Hotel,22LI MSSI Nurse Training - Statistics.xlsx,NA,NA,NA,MSSI Nurse Training | Liberia | 26-Sep-2022 - 30-Sep-2022,1
42,360,MSSI Nurse Training | Participants | 26Sep22-30Sep22 | Off-ship | Liberia | Monrovia | Corina Hotel,Educational and Spiritual Assistance,Medical Courses,MSSI Nurse Training,MSSI Nurse Training-1,MSSI cours de soins infirmiers,Participants,Course,9/26/2022,9/30/2022,NA,Off-ship,NA,Liberia,Monrovia,Corina Hotel,22LI MSSI Nurse Training - Statistics (1).xlsx,NA,NA,NA,MSSI Nurse Training | Liberia | 26-Sep-2022 - 30-Sep-2022,1
43,64,Neonatal Resuscitation Course | Participants | 27Mar20-27Mar20 | Africa Mercy | Senegal | Dakar | Unknown,Educational and Spiritual Assistance,Medical Courses,Neonatal Resuscitation Courses,Neonatal Resuscitation Course,Cours de réanimation néonatale,Participants,Course,3/27/2020,3/27/2020,1,Africa Mercy,Ship,Senegal,Dakar,Unknown,NA,3,NNRSN19,NA,Neonatal Resuscitation Course | Senegal | 27-Mar-2020 - 27-Mar-2020,1
44,87,Neonatal Resuscitation Course | Participants | 27Mar20-27Mar20 | Africa Mercy | Senegal | Dakar | Unknown,Educational and Spiritual Assistance,Medical Courses,Neonatal Resuscitation Courses,Neonatal Resuscitation Course-1,Cours de réanimation néonatale,Participants,Course,3/27/2020,3/27/2020,1,Africa Mercy,Ship,Senegal,Dakar,Unknown,NA,3,NNRSN19,NA,Neonatal Resuscitation Course | Senegal | 27-Mar-2020 - 27-Mar-2020,1
45,96,Pediatric General PUMP Mentoring | Surgeons | 01Sep19-29Mar20 | Africa Mercy | Senegal | Dakar | Africa Mercy,Educational and Spiritual Assistance,Medical Courses,MCB Mentoring - Surgeons,Pediatric General PUMP Mentoring,Programme de mentorat  (PUMP) en pédiatrie générale,Surgeons,Mentoring,9/1/2019,3/29/2020,10,Africa Mercy,Ship,Senegal,Dakar,Africa Mercy,NA,3,PGPSN19,NA,Pediatric General PUMP Mentoring | Senegal | 01-Sep-2019 - 29-Mar-2020,1
46,97,Pediatric General PUMP Mentoring | Anesthesia Providers | 01Sep19-29Mar20 | Africa Mercy | Senegal | Dakar | Africa Mercy,Educational and Spiritual Assistance,Medical Courses,MCB Mentoring - Anesthesia Providers,Pediatric General PUMP Mentoring,Programme de mentorat  (PUMP) en pédiatrie générale,Anesthesia Providers,Mentoring,9/1/2019,3/29/2020,5,Africa Mercy,Ship,Senegal,Dakar,Africa Mercy,NA,3,PGPSN19,NA,Pediatric General PUMP Mentoring | Senegal | 01-Sep-2019 - 29-Mar-2020,1
47,98,Pediatric General PUMP Mentoring | Nurses | 01Sep19-29Mar20 | Africa Mercy | Senegal | Dakar | Africa Mercy,Educational and Spiritual Assistance,Medical Courses,MCB Mentoring - Nurses,Pediatric General PUMP Mentoring,Programme de mentorat  (PUMP) en pédiatrie générale,Nurses,Mentoring,9/1/2019,3/29/2020,10,Africa Mercy,Ship,Senegal,Dakar,Africa Mercy,NA,3,PGPSN19,NA,Pediatric General PUMP Mentoring | Senegal | 01-Sep-2019 - 29-Mar-2020,1
48,252,Primary Trauma Care | Participants | 17Oct22-25Oct22 | Off-ship | Senegal | Matam | Haayoo Hotel,Educational and Spiritual Assistance,Medical Courses,Primary Trauma Care Courses,Primary Trauma Care - Haayoo Hotel,Cours de soins primaires en traumatologie,Participants,Course,10/17/2022,10/25/2022,8,Off-ship,Ship,Senegal,Matam,Haayoo Hotel,Berger Dowevi,NA,NA,NA,Primary Trauma Care | Senegal | 17-Oct-2022 - 25-Oct-2022,1
49,253,Primary Trauma Care | Participants | 17Oct22-25Oct22 | Off-ship | Senegal | Saint-Louis | SINDONE Hotel,Educational and Spiritual Assistance,Medical Courses,Primary Trauma Care Courses,Primary Trauma Care - SINDONE Hotel,Cours de soins primaires en traumatologie,Participants,Course,10/17/2022,10/25/2022,8,Off-ship,Ship,Senegal,Saint-Louis,SINDONE Hotel,Berger Dowevi,NA,NA,NA,Primary Trauma Care | Senegal | 17-Oct-2022 - 25-Oct-2022,1
50,218,SAFE Obstetric Anesthesia - Training of Trainers | Training of Trainers | 03Jun22-03Jun22 | Off-ship | Senegal | Dakar | Colonia Hotel,Educational and Spiritual Assistance,Training of Trainers,SAFE Obstetric Anesthesia Courses,SAFE Obstetric Anesthesia - Training of Trainers - Colonia Hotel,Cours 'SAFE' en anesthésie obstétricale - Formation de formateurs,Training of Trainers,Mentoring,6/3/2022,6/3/2022,1,Off-ship,Ship,Senegal,Dakar,Colonia Hotel,Project manager: Marina Schmid,NA,NA,NA,SAFE Obstetric Anesthesia - Training of Trainers | Senegal | 03-Jun-2022 - 03-Jun-2022,1
51,233,SAFE Obstetric Anesthesia - Training of Trainers | Training of Trainers | 03Jun22-03Jun22 | Global Mercy | Senegal | Dakar | Hotel Colonia,Educational and Spiritual Assistance,Training of Trainers,SAFE Obstetric Anesthesia Courses,SAFE Obstetric Anesthesia - Training of Trainers - Hotel Colonia,Cours 'SAFE' en anesthésie obstétricale - Formation de formateurs,Training of Trainers,Course,6/3/2022,6/3/2022,NA,Global Mercy,Ship,Senegal,Dakar,Hotel Colonia,Marina Schmid,NA,NA,NA,SAFE Obstetric Anesthesia - Training of Trainers | Senegal | 03-Jun-2022 - 03-Jun-2022,1
52,265,SAFE Obstetric Anesthesia - Training of Trainers | Training of Trainers | 09Sep22-11Sep22 | Off-ship | South Africa | Rustenburg | Kaya Inkuni Lodge,Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia,SAFE Obstetric Anesthesia - Training of Trainers - Training of Trainers,Cours 'SAFE' en anesthésie obstétricale,Training of Trainers,Course,9/9/2022,9/11/2022,NA,Off-ship,NA,South Africa,Rustenburg,Kaya Inkuni Lodge,https://mercyshipsorg.sharepoint.com/:x:/r/sites/teams.programs-StatisticsandReporting/Shared%20Documents/Statistics%20and%20Reporting/Project%20Statistics/Not%20yet%20transferred%20to%20main%20spreadsheet/2022%20-%20August/SAFE%20Obs%20Monthly%20stats%20_South%20Africa_Sep%202022.xlsx?d=w4ff6a2d9d96c4bbda9a7d5ee20f8ca23&csf=1&web=1&e=d3kzED,NA,NA,NA,SAFE Obstetric Anesthesia - Training of Trainers | South Africa | 09-Sep-2022 - 11-Sep-2022,1
53,324,SAFE Obstetric Anesthesia - Training of Trainers | Participants | 09Sep22-11Sep22 | Off-ship | South Africa | Rustenburg | Kaya Inkuni Lodge,Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia - Training of Trainers,SAFE Obstetric Anesthesia - Training of Trainers - Participants,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,9/9/2022,9/11/2022,NA,Off-ship,NA,South Africa,Rustenburg,Kaya Inkuni Lodge,SAFE Obs Monthly stats _South Africa_Sep 2022.xlsx,NA,NA,NA,SAFE Obstetric Anesthesia - Training of Trainers | South Africa | 09-Sep-2022 - 11-Sep-2022,1
54,236,"SAFE Obstetric Anesthesia - Training of Trainers | Training of Trainers | 11Feb22-11Feb22 | Off-ship | South Africa | Kimberley | Gyni Clinic, Robert Mangaliso Sobukwe",Educational and Spiritual Assistance,Training of Trainers,SAFE Obstetric Anesthesia Courses,SAFE Obstetric Anesthesia - Training of Trainers,Cours 'SAFE' en anesthésie obstétricale - Formation de formateurs,Training of Trainers,Course,2/11/2022,2/11/2022,NA,Off-ship,NA,South Africa,Kimberley,"Gyni Clinic, Robert Mangaliso Sobukwe",Project manager: Desiree Daniels,NA,NA,NA,SAFE Obstetric Anesthesia - Training of Trainers | South Africa | 11-Feb-2022 - 11-Feb-2022,1
55,305,"SAFE Obstetric Anesthesia - Training of Trainers | Participants | 11Feb22-11Feb22 | Off-ship | South Africa | Kimberley | Gyni Clinic, Robert Mangaliso Sobukwe",Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia - Training of Trainers,SAFE Obstetric Anesthesia - Training of Trainers - Participants,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,2/11/2022,2/11/2022,NA,Off-ship,NA,South Africa,Kimberley,"Gyni Clinic, Robert Mangaliso Sobukwe",SAFE Course stats SA as at August 2022 (2).xlsx,NA,NA,NA,SAFE Obstetric Anesthesia - Training of Trainers | South Africa | 11-Feb-2022 - 11-Feb-2022,1
56,254,SAFE Obstetric Anesthesia | Participants | 26Oct22-28Oct22 | Off-ship | Senegal | Matam | Haayoo Hotel,Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia,SAFE Obstetric Anesthesia - Haayoo Hotel,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,10/26/2022,10/28/2022,3,Off-ship,Ship,Senegal,Matam,Haayoo Hotel,Berger Dowevi,NA,NA,NA,SAFE Obstetric Anesthesia | Senegal | 26-Oct-2022 - 28-Oct-2022,1
57,255,SAFE Obstetric Anesthesia | Participants | 26Oct22-28Oct22 | Off-ship | Senegal | Saint-Louis | SINDONE Hotel,Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia,SAFE Obstetric Anesthesia - SINDONE Hotel,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,10/26/2022,10/28/2022,3,Off-ship,Ship,Senegal,Saint-Louis,SINDONE Hotel,Berger Dowevi,NA,NA,NA,SAFE Obstetric Anesthesia | Senegal | 26-Oct-2022 - 28-Oct-2022,1
58,339,SAFE Obstetric Anesthesia | Participants | 26Oct22-28Oct22 | Off-ship | Senegal | St Louis | SINDONE Hotel,Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia,SAFE Obstetric Anesthesia-1,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,10/26/2022,10/28/2022,NA,Off-ship,NA,Senegal,St Louis,SINDONE Hotel,SAFE Obs Participants Tracking Time_SEN_Oct 2022.xlsx,NA,NA,NA,SAFE Obstetric Anesthesia | Senegal | 26-Oct-2022 - 28-Oct-2022,1
59,217,SAFE Obstetric Anesthesia | Participants | 31May22-02Jun22 | Off-ship | Senegal | Dakar | Colonia Hotel,Educational and Spiritual Assistance,Professional/Vocational Training,SAFE Obstetric Anesthesia,SAFE Obstetric Anesthesia - Off-ship,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,5/31/2022,6/2/2022,3,Off-ship,Ship,Senegal,Dakar,Colonia Hotel,Project manager: Marina Schmid,NA,NA,NA,SAFE Obstetric Anesthesia | Senegal | 31-May-2022 - 02-Jun-2022,1
60,232,SAFE Obstetric Anesthesia | Participants | 31May22-02Jun22 | Global Mercy | Senegal | Dakar | Hotel Colonia,Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia,SAFE Obstetric Anesthesia - Global Mercy,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,5/31/2022,6/2/2022,NA,Global Mercy,Ship,Senegal,Dakar,Hotel Colonia,Marina Schmid,NA,NA,NA,SAFE Obstetric Anesthesia | Senegal | 31-May-2022 - 02-Jun-2022,1
61,264,SAFE Obstetric Anesthesia | Participants | 09Sep22-11Sep22 | Off-ship | South Africa | Rustenburg | Kaya Inkuni Lodge,Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia,SAFE Obstetric Anesthesia,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,9/9/2022,9/11/2022,NA,Off-ship,NA,South Africa,Rustenburg,Kaya Inkuni Lodge,https://mercyshipsorg.sharepoint.com/:x:/r/sites/teams.programs-StatisticsandReporting/Shared%20Documents/Statistics%20and%20Reporting/Project%20Statistics/Not%20yet%20transferred%20to%20main%20spreadsheet/2022%20-%20August/SAFE%20Obs%20Monthly%20stats%20_South%20Africa_Sep%202022.xlsx?d=w4ff6a2d9d96c4bbda9a7d5ee20f8ca23&csf=1&web=1&e=d3kzED,NA,NA,NA,SAFE Obstetric Anesthesia | South Africa | 09-Sep-2022 - 11-Sep-2022,1
62,323,SAFE Obstetric Anesthesia | Participants | 09Sep22-11Sep22 | Off-ship | South Africa | Rustenburg | Kaya Inkuni Lodge,Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia,SAFE Obstetric Anesthesia-1,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,9/9/2022,9/11/2022,NA,Off-ship,NA,South Africa,Rustenburg,Kaya Inkuni Lodge,SAFE Obs Monthly stats _South Africa_Sep 2022.xlsx,NA,NA,NA,SAFE Obstetric Anesthesia | South Africa | 09-Sep-2022 - 11-Sep-2022,1
63,235,"SAFE Obstetric Anesthesia | Participants | 11Feb22-13Feb22 | Off-ship | South Africa | Kimberley | Gyni Clinic, Robert Mangaliso Sobukwe",Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia,SAFE Obstetric Anesthesia,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,2/11/2022,2/13/2022,NA,Off-ship,NA,South Africa,Kimberley,"Gyni Clinic, Robert Mangaliso Sobukwe",Project manager: Desiree Daniels,NA,NA,NA,SAFE Obstetric Anesthesia | South Africa | 11-Feb-2022 - 13-Feb-2022,1
64,306,"SAFE Obstetric Anesthesia | Participants | 11Feb22-13Feb22 | Off-ship | South Africa | Kimberley | Gyni Clinic, Robert Mangaliso Sobukwe",Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia,SAFE Obstetric Anesthesia-1,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,2/11/2022,2/13/2022,NA,Off-ship,NA,South Africa,Kimberley,"Gyni Clinic, Robert Mangaliso Sobukwe",SAFE Course stats SA as at August 2022 (2).xlsx,NA,NA,NA,SAFE Obstetric Anesthesia | South Africa | 11-Feb-2022 - 13-Feb-2022,1
65,310,SAFE Obstetric Anesthesia | Participants | 11Feb22-13Feb22 | Off-ship | South Africa | Kimberley |,Educational and Spiritual Assistance,Medical Courses,SAFE Obstetric Anesthesia,SAFE Obstetric Anesthesia-2,Cours 'SAFE' en anesthésie obstétricale,Participants,Course,2/11/2022,2/13/2022,NA,Off-ship,NA,South Africa,Kimberley,NA,SAFE Obs Course Kimberley Feb 2022 Hours plus Register and Marks.xlsx,NA,NA,NA,SAFE Obstetric Anesthesia | South Africa | 11-Feb-2022 - 13-Feb-2022,1
66,237,"SAFE Pediatrics Anesthesia | Participants | 13May22-15May22 | Off-ship | South Africa | Bloemfontein | Simulation Centre, UFS",Educational and Spiritual Assistance,Medical Courses,SAFE Pediatrics Anesthesia,SAFE Pediatrics Anesthesia,Cours 'SAFE' en anesthésie pédiatrique,Participants,Course,5/13/2022,5/15/2022,NA,Off-ship,NA,South Africa,Bloemfontein,"Simulation Centre, UFS",Project manager: Desiree Daniels,NA,NA,NA,SAFE Pediatrics Anesthesia | South Africa | 13-May-2022 - 15-May-2022,1
67,307,"SAFE Pediatrics Anesthesia | Participants | 13May22-15May22 | Off-ship | South Africa | Bloemfontein | Simulation Centre, UFS",Educational and Spiritual Assistance,Medical Courses,SAFE Pediatric Anesthesia,SAFE Pediatrics Anesthesia-1,Cours 'SAFE' en anesthésie pédiatrique,Participants,Course,5/13/2022,5/15/2022,NA,Off-ship,NA,South Africa,Bloemfontein,"Simulation Centre, UFS",SAFE Course stats SA as at August 2022 (2).xlsx,NA,NA,NA,SAFE Pediatrics Anesthesia | South Africa | 13-May-2022 - 15-May-2022,1
68,308,"SAFE Pediatrics Anesthesia | Participants | 13May22-15May22 | Off-ship | South Africa | Bloemfontein | Simulation Centre, UFS",Educational and Spiritual Assistance,Medical Courses,SAFE Pediatric Anesthesia,SAFE Pediatrics Anesthesia-2,Cours 'SAFE' en anesthésie pédiatrique,Participants,Course,5/13/2022,5/15/2022,NA,Off-ship,NA,South Africa,Bloemfontein,"Simulation Centre, UFS",SAFE Course stats SA as at August 2022 (2).xlsx,NA,NA,NA,SAFE Pediatrics Anesthesia | South Africa | 13-May-2022 - 15-May-2022,1
69,136,Togo Cataract Surgery Teaching Institute Investment | Patients | 20Jan21-31Dec23 | Off-ship | Togo | Lomé | Clinique Ophtalmologique Lumiere Divine,Medical Intervention,Health Care Services,Ophthalmic Surgery,Togo Cataract Surgery Teaching Institute Investment - Patients,Chirurgie ophtalmologique,Patients,Ophthalmic,1/20/2021,12/31/2023,250,Off-ship,NA,Togo,Lomé,Clinique Ophtalmologique Lumiere Divine,NA,67,VISION,TO21,Togo Cataract Surgery Teaching Institute Investment | Togo | 20-Jan-2021 - 31-Dec-2023,1
70,137,Togo Cataract Surgery Teaching Institute Investment | Surgeons | 20Jan21-31Dec23 | Off-ship | Togo | Lomé | Clinique Ophtalmologique Lumiere Divine,Educational and Spiritual Assistance,Medical Courses,MCB Surgeon Mentoring,Togo Cataract Surgery Teaching Institute Investment - Surgeons,Formation par mentorat des chirurgiens ophtalmologique,Surgeons,Mentoring,1/20/2021,12/31/2023,250,Off-ship,NA,Togo,Lomé,Clinique Ophtalmologique Lumiere Divine,NA,67,VISIONMCB,TO21,Togo Cataract Surgery Teaching Institute Investment | Togo | 20-Jan-2021 - 31-Dec-2023,1
